YR MO DY HRMN SEC LATITUDE LONGITUDE DEPTH MAG FAMILY
1999 12 26 2021 21.5 34.81866 -116.3622 5.028 3.84 1715
1999 12 27 1825 53.04 34.51617 -116.30436 3.851 2.6 1715
1999 12 27 1947 28.02 34.55261 -116.51014 8.788 2.56 1715
1999 12 27 2157 13.55 33.7195 -116.75267 12.01 2.6 NaN
1999 12 28 0044 0.06 32.72785 -115.93865 7.537 2.97 NaN
1999 12 28 0544 48.61 34.49275 -116.33396 8.737 2.62 1715
1999 12 28 1551 18.52 34.57448 -116.29232 3.061 2.76 1715
1999 12 28 1551 38.79 34.57409 -116.29258 2.985 2.78 1715
1999 12 28 1615 49.38 36.02781 -120.14848 4.495 2.56 NaN
1999 12 29 0053 40.76 34.72561 -116.07723 3.874 2.5 1715
1999 12 29 0325 11.84 34.86064 -116.41717 4.25 2.58 1715
1999 12 29 0541 30.55 34.72537 -116.0784 3.835 2.69 1715
1999 12 29 0714 3.14 33.9805 -119.12717 4.46 2.59 NaN
1999 12 29 0818 40.93 33.86556 -118.28332 11.266 2.5 NaN
1999 12 29 0818 44.49 34.80294 -116.36938 4.544 3.2 1715
1999 12 29 0827 11.92 34.72614 -116.05303 1.752 2.8 1715
1999 12 29 0906 14.79 34.72518 -116.07817 3.685 2.69 1715
1999 12 29 1409 26.49 37.3905 -116.8495 -1.77 2.76 NaN
1999 12 29 1724 54.59 34.70387 -116.29453 6.523 2.56 1715
1999 12 29 1812 44.25 34.68237 -116.2922 6.413 3.18 1715
1999 12 29 2347 44.64 34.69685 -116.30496 6.61 3.81 1715
1999 12 30 0624 35.15 34.12521 -117.31913 17.429 3.29 NaN
1999 12 30 0728 5.22 34.475 -116.0435 5.1 2.73 1715
1999 12 30 1351 23.27 34.5525 -120.987 9.62 2.5 NaN
1999 12 30 1717 24.74 35.9635 -116.00833 6.14 2.93 NaN
1999 12 30 2104 17.04 34.29905 -116.08554 2.109 2.77 1715
1999 12 31 1012 25.78 34.79185 -116.29686 4.04 2.52 1715
1999 12 31 1743 19.99 34.66515 -116.2882 6.967 3.18 1715
1999 12 31 2253 9.26 35.74707 -117.68094 8.039 2.7 NaN
2000 1 1 0358 39.38 34.8081 -116.29526 8.104 3.04 1715
2000 1 1 0608 31.13 34.3663 -116.13722 6.926 2.64 1715
2000 1 2 1758 32.92 34.30716 -116.07678 4.755 3.14 1715
2000 1 3 0040 57.01 32.46909 -115.31258 9.304 2.55 NaN
2000 1 3 0307 57.54 34.37446 -116.46461 8.456 2.81 1715
2000 1 3 0348 18.58 34.52817 -116.03883 7.64 2.95 1715
2000 1 3 2113 45.93 34.64937 -116.3256 10.083 2.54 1715
2000 1 3 2135 6.84 34.36997 -116.44954 3.239 2.6 1715
2000 1 3 2159 31.91 34.10639 -117.0039 4.092 3.49 1725
2000 1 5 1146 1.04 34.69289 -116.29572 2.124 2.62 1715
2000 1 5 1631 28.58 34.52549 -116.28522 3.447 2.81 1715
2000 1 6 1032 2.76 34.70437 -116.30219 8.26 2.56 1715
2000 1 6 1929 20.01 34.59465 -116.26248 3.265 2.79 1715
2000 1 7 1558 6.41 36.982 -117.46017 5.83 2.6 NaN
2000 1 7 1751 13.59 34.65015 -116.29353 8.177 2.62 1715
2000 1 8 0823 40.7 34.68532 -116.33399 7.96 2.59 1715
2000 1 8 1431 38.47 34.84771 -116.36001 5.015 2.74 1715
2000 1 8 2036 1.2 34.71334 -116.37007 5.636 2.9 1715
2000 1 9 0250 26.51 34.6179 -116.23574 2.484 2.52 1715
2000 1 9 0509 55.75 34.6832 -116.34821 9.487 2.9 1715
2000 1 10 0136 43.65 34.67171 -116.35666 3.862 2.7 1715
2000 1 10 1506 53.1 33.10023 -117.97715 9.019 2.6 1724
2000 1 10 2055 51.38 34.80312 -116.36974 4.524 2.95 1715
2000 1 10 2331 37.27 34.80192 -116.268 4.703 2.88 1715
2000 1 11 1145 19.75 36.06923 -117.64823 2.967 2.71 1493
2000 1 12 1713 17.32 34.66507 -116.34123 8.275 3.13 1715
2000 1 13 0815 4.38 36.719 -116.30833 0.75 2.99 NaN
2000 1 13 1007 14.96 34.59154 -116.27232 7.292 3.24 1715
2000 1 13 1104 58.06 34.42338 -116.20051 4.998 3.4 1715
2000 1 13 1118 3.36 34.35805 -116.13572 7.153 2.57 1715
2000 1 14 0747 43.64 37.498 -117.02417 4.29 2.57 NaN
2000 1 14 0832 33.14 32.16247 -114.94844 3.01 2.67 NaN
2000 1 14 1104 37.95 32.21157 -116.49848 6.648 2.89 NaN
2000 1 15 1716 54.71 34.67539 -116.33623 7.641 3.06 1715
2000 1 16 0659 42.67 34.43363 -116.26116 6.442 2.52 1715
2000 1 16 1814 35.36 34.43398 -116.26098 6.383 2.69 1715
2000 1 16 1831 14.2 35.99967 -120.12617 4.7 2.66 NaN
2000 1 17 0810 12.63 32.50828 -115.44505 3.767 2.52 1730
2000 1 17 1123 36.15 32.50854 -115.44462 3.782 2.64 1730
2000 1 17 2314 54.79 33.26833 -118.67433 14.37 2.6 NaN
2000 1 18 0536 22.47 37.55283 -116.99267 3.17 2.5 NaN
2000 1 18 2225 59.03 31.74917 -115.9865 -0.31 2.55 NaN
2000 1 19 1616 10.6 32.01879 -115.75589 10.847 2.51 NaN
2000 1 19 1951 4.04 34.69478 -116.30049 2.364 2.79 1715
2000 1 20 0803 39.63 34.29246 -116.76582 4.843 3.35 NaN
2000 1 20 1128 52.92 34.35525 -116.46616 7.295 2.68 1715
2000 1 20 1345 48.74 34.53656 -116.30163 4.372 2.7 1715
2000 1 21 0440 0.66 36.9915 -118.60133 -1.82 3.39 NaN
2000 1 21 1356 12.32 34.85804 -116.39251 6.498 2.94 1715
2000 1 21 1401 44.77 32.61161 -118.23836 8.084 2.87 1731
2000 1 21 1708 0.65 34.57567 -116.26224 5.884 2.96 1715
2000 1 22 0704 40.88 32.61412 -118.23797 9.641 2.67 1731
2000 1 22 2310 33.63 34.32452 -116.76511 3.69 2.93 1732
2000 1 23 0428 49.43 34.24601 -116.44267 8.309 2.64 1216
2000 1 23 0441 23.99 34.32457 -116.76484 3.596 2.64 1732
2000 1 23 0538 15.92 34.24617 -116.44334 8.389 2.97 1216
2000 1 23 0600 2.72 34.85499 -116.33015 6.829 3.42 1715
2000 1 23 1234 23.68 32.56833 -118.24033 15.34 3.15 NaN
2000 1 24 0259 54.62 34.292 -116.07761 1.927 2.75 1715
2000 1 24 0347 19.98 34.85646 -116.43027 4.652 2.84 1715
2000 1 24 1956 12.6 35.75311 -118.01503 7.201 3.33 1733
2000 1 25 1643 38.14 34.04951 -118.9308 12.006 2.57 NaN
2000 1 26 1102 3.89 35.75017 -118.01381 7.056 3.6 1733
2000 1 26 1653 23.72 33.34648 -116.77554 14.495 2.68 NaN
2000 1 26 2148 55.78 37.3455 -118.65367 0.4 2.77 NaN
2000 1 26 2202 25.03 34.32354 -116.76442 3.754 2.85 1732
2000 1 27 0921 54.87 33.71274 -116.75945 16.044 2.79 1734
2000 1 27 0948 22.28 33.71347 -116.76038 16.012 2.93 1734
2000 1 27 1607 3.39 34.38934 -116.44889 3.644 3.53 1715
2000 1 27 1607 3.39 34.38934 -116.44889 3.644 2.52 1715
2000 1 28 1129 47.68 34.60648 -116.29143 7.519 3.1 1715
2000 1 28 2014 39.06 34.49758 -116.24939 3.613 2.7 1715
2000 1 30 0316 37.8 34.85883 -116.40329 6.106 2.58 1715
2000 1 31 0419 23.13 34.32294 -116.76403 3.808 2.62 1732
2000 1 31 2200 12.69 34.35751 -116.138 6.261 3.48 1715
2000 2 1 0740 27.42 32.60646 -116.15052 8.001 2.7 NaN
2000 2 1 1022 46.2 34.00387 -116.30643 4.067 2.69 NaN
2000 2 1 2059 28.44 35.0655 -120.85 3.97 2.88 NaN
2000 2 3 0432 45.09 34.69167 -121.49417 26.36 3.22 1735
2000 2 3 0432 49.37 34.81333 -121.17283 16.82 2.88 1735
2000 2 4 1618 20.74 34.10659 -116.92709 8.496 2.65 NaN
2000 2 5 1016 31.78 34.35947 -116.13528 7.018 2.57 1715
2000 2 5 1214 47.29 37.43783 -117.0225 4.06 2.5 NaN
2000 2 5 1418 22.14 33.14477 -115.97145 7.415 2.61 NaN
2000 2 5 2214 15.81 34.49325 -116.2662 3.578 2.5 1715
2000 2 6 0019 13.87 34.40963 -116.17118 9.198 2.74 1715
2000 2 6 0436 2.42 36.9795 -117.50117 1.03 2.68 NaN
2000 2 6 1016 52.93 32.68484 -116.08806 7.964 3.07 NaN
2000 2 6 1817 44.15 34.84257 -116.3379 3.615 3.03 1715
2000 2 7 0047 48.32 34.84392 -116.3287 2.407 2.8 1715
2000 2 7 0237 37.66 34.36009 -116.13398 7.032 2.84 1715
2000 2 7 0358 20.53 34.57161 -116.26098 5.944 2.61 1715
2000 2 7 0539 21.7 35.74927 -118.01358 6.653 2.6 1733
2000 2 9 0922 20.88 34.60586 -116.30267 5.574 2.77 1715
2000 2 9 1938 10.61 34.58572 -116.26641 6.235 2.57 1715
2000 2 10 0620 32.22 31.8285 -116.21883 3.77 3.03 NaN
2000 2 10 0642 53.92 34.11189 -117.00382 4.714 2.82 NaN
2000 2 10 0718 9.69 36.98533 -118.342 -1.41 2.61 NaN
2000 2 10 0831 15.02 34.79656 -116.2951 6.462 3.02 1715
2000 2 11 1847 49.85 34.41263 -116.16792 8.01 2.77 1715
2000 2 12 1058 20.2 34.36548 -116.13629 6.604 2.52 1715
2000 2 12 1134 5.68 34.61919 -116.27711 7.508 2.62 1715
2000 2 12 1419 57.71 37.48083 -117.0115 4.51 2.76 NaN
2000 2 12 2008 28 34.96858 -120.7035 6.405 2.63 1736
2000 2 13 0020 17.9 33.24204 -116.27465 9.874 2.5 NaN
2000 2 13 1302 14.13 34.19399 -116.41961 6.749 2.75 1216
2000 2 14 0235 56.96 33.22493 -116.08194 8.844 2.75 NaN
2000 2 14 0419 8.28 36.6085 -116.03867 -1.11 2.5 NaN
2000 2 14 0538 7.79 34.3065 -120.72967 4.46 2.52 NaN
2000 2 14 0957 42.17 34.80258 -116.3703 4.29 4.36 1715
2000 2 14 1202 8.18 34.80214 -116.37254 3.919 2.83 1715
2000 2 14 1202 49.93 34.80169 -116.37232 4.081 3.03 1715
2000 2 14 1238 16.1 34.80179 -116.37272 3.932 3.27 1715
2000 2 14 1249 54.77 34.80156 -116.37252 3.851 2.66 1715
2000 2 15 1930 38.92 32.11767 -116.446 5.89 2.61 NaN
2000 2 16 0630 44.74 34.80305 -116.28746 5.911 2.68 1715
2000 2 17 0439 14.17 34.71329 -116.29534 6.4 2.63 1715
2000 2 17 0617 12.25 31.80967 -115.97733 3.07 2.73 NaN
2000 2 17 1612 24.37 36.08584 -117.88616 3.56 2.71 1737
2000 2 17 1724 20.4 36.46117 -120.321 5.31 2.5 NaN
2000 2 17 1819 0.38 34.32153 -116.76303 3.681 2.77 1732
2000 2 18 0516 36.51 33.74126 -117.49573 9.3 2.71 NaN
2000 2 18 1506 45.15 33.3469 -116.37859 13.441 2.64 NaN
2000 2 19 0426 46.86 36.08507 -117.88794 3.724 2.8 1737
2000 2 19 1544 13.74 32.263 -115.79883 5.43 3.28 NaN
2000 2 21 0258 25.59 35.6674 -117.63047 3.343 2.65 1738
2000 2 21 0315 39 35.66666 -117.63124 3.334 2.74 1738
2000 2 21 0948 10.71 35.6665 -117.63142 3.48 2.95 1738
2000 2 21 1349 43.36 34.05719 -117.24473 15.798 4.37 1739
2000 2 21 1935 39.57 34.57217 -115.95954 12.404 3.17 1715
2000 2 22 0347 24.02 34.057 -117.24557 16.97 3.18 1739
2000 2 23 0918 50.4 32.34422 -115.1486 8.781 2.64 1715
2000 2 23 1326 47.71 36.14255 -118.04437 4.51 2.52 NaN
2000 2 24 0204 43.77 34.49216 -116.26614 3.326 2.53 1715
2000 2 24 1041 33.67 34.78628 -116.35312 5.615 3.94 1715
2000 2 24 2104 50.42 33.26188 -116.30257 11.806 2.72 NaN
2000 2 25 1140 58.38 32.97629 -115.55175 8.58 2.74 1740
2000 2 25 1141 53.52 32.97595 -115.55278 8.617 3.01 1740
2000 2 25 1202 9.69 36.08556 -117.60327 3.059 3.17 1741
2000 2 26 1802 18.33 34.55416 -116.22649 10.418 2.52 1715
2000 2 27 0352 53.66 36.55992 -117.63981 4.023 2.53 NaN
2000 2 27 2326 45.84 36.08491 -117.60497 3.19 2.65 1741
2000 2 27 2329 46.28 36.08595 -117.60444 3.355 2.65 1741
2000 2 28 2044 47.01 36.08573 -117.60495 3.396 2.53 1741
2000 2 28 2308 42.11 36.0871 -117.60303 3.343 4.21 1741
2000 2 29 0423 22.08 36.08589 -117.60392 2.808 2.76 1741
2000 2 29 1855 26.46 36.08754 -117.60215 2.982 3.65 1741
2000 2 29 1908 2.37 36.08934 -117.6003 2.679 2.65 1741
2000 2 29 2208 5.84 36.09025 -117.59825 2.919 4.05 1741
2000 2 29 2231 39.54 36.09054 -117.59914 2.901 2.85 1741
2000 3 1 1239 42.58 31.88619 -114.84243 12.135 2.5 1742
2000 3 2 1500 34.11 36.08749 -117.60158 2.904 3.93 1741
2000 3 2 1709 28.03 36.08394 -117.60716 3.475 3.5 1741
2000 3 2 1751 15.29 32.16831 -114.94384 1.43 2.53 NaN
2000 3 3 0855 48.15 32.11661 -114.96022 7.445 2.66 NaN
2000 3 3 1931 58.42 36.08373 -117.611 4.454 2.61 1741
2000 3 4 0310 53.86 32.97414 -115.55544 8.845 2.89 1740
2000 3 4 0311 45.65 32.97322 -115.55608 8.61 2.68 1740
2000 3 5 1826 7.83 34.65098 -116.33759 5.371 2.59 1715
2000 3 7 0020 28.34 33.81961 -117.71732 12.822 3.92 1727
2000 3 7 1035 39.97 34.32513 -116.76604 3.956 3.52 1732
2000 3 7 1749 43.02 33.82136 -117.71627 12.893 3.06 1727
2000 3 8 0343 1.5 34.54419 -116.30793 3.008 3.09 1715
2000 3 8 0557 8.91 34.32128 -116.76262 3.496 2.55 1732
2000 3 8 1529 8.57 34.6957 -116.29888 2.831 2.65 1715
2000 3 8 2245 24.27 35.6487 -117.63209 5.345 2.9 NaN
2000 3 9 0733 32.14 34.28625 -118.62784 15.167 2.84 NaN
2000 3 9 1217 7.21 34.85942 -116.40382 6.609 2.98 1715
2000 3 9 1702 37.19 34.12144 -117.47726 15.35 3.03 NaN
2000 3 10 0842 22.95 34.32342 -116.76457 4.003 2.51 1732
2000 3 10 1556 44.17 34.01351 -116.30926 6.317 3.33 NaN
2000 3 11 2146 7.95 33.84279 -117.74593 5.016 3.06 NaN
2000 3 12 0659 36.02 34.96909 -120.70473 6.772 3.65 1736
2000 3 12 0705 18.08 34.96788 -120.70461 6.495 2.73 1736
2000 3 12 0936 13.43 34.66776 -116.21111 7.814 2.94 1715
2000 3 12 2023 16.66 34.85869 -116.4067 6.469 2.78 1715
2000 3 13 1411 29.82 37.05517 -115.77283 4.89 3.07 NaN
2000 3 13 1420 13.24 34.98621 -116.94735 7.316 2.67 NaN
2000 3 13 1737 35.24 34.42626 -116.21991 3.496 2.64 1715
2000 3 13 1756 49.06 34.42685 -116.22019 3.607 2.52 1715
2000 3 14 0408 8.98 34.69633 -116.29297 8.028 2.53 1715
2000 3 14 1106 33.57 34.80132 -116.26841 4.382 2.7 1715
2000 3 14 2334 38.35 35.95833 -120.49117 10.59 2.66 NaN
2000 3 14 2339 25.7 34.01927 -117.20912 16.408 2.73 NaN
2000 3 15 0543 38.91 31.4315 -114.63833 2.17 2.5 NaN
2000 3 15 1339 52.28 37.49895 -118.83771 7.733 2.8 NaN
2000 3 15 1421 6.47 34.20825 -116.8455 2.652 2.69 NaN
2000 3 16 0435 17.81 34.07235 -118.80324 11.351 3.37 NaN
2000 3 16 2142 37.02 36.35367 -120.27317 13.94 3.78 NaN
2000 3 18 2015 33.7 34.7196 -116.29747 7.911 2.5 1715
2000 3 19 0046 40.56 31.23617 -116.91567 7.04 3.18 NaN
2000 3 19 0145 54.79 31.88548 -114.84373 11.825 2.5 1742
2000 3 19 0149 57.56 34.52931 -116.24709 6.968 2.66 1715
2000 3 19 0540 6.38 33.96164 -116.36986 9.526 2.54 NaN
2000 3 19 0811 36.32 31.94717 -114.81133 10.89 3 NaN
2000 3 20 0852 12.68 32.9749 -115.55422 8.646 2.66 1740
2000 3 20 0853 35.64 32.97313 -115.55767 9.155 2.67 1740
2000 3 20 1004 1.1 34.62934 -116.27567 6.219 2.57 1715
2000 3 21 0328 29.83 32.16417 -115.8325 6.69 2.62 NaN
2000 3 21 2102 6.87 36.90667 -117.96483 -0.07 2.5 NaN
2000 3 22 0435 34.69 34.33626 -116.47195 8.551 3.16 1715
2000 3 22 1551 32.1 34.62891 -116.27106 5.371 2.91 1715
2000 3 23 1409 34.33 35.359 -116.89017 3.89 2.62 NaN
2000 3 23 2153 16.06 34.62304 -116.26474 7.859 2.89 1715
2000 3 24 1855 53.01 34.52735 -116.28472 4.012 2.66 1715
2000 3 25 0112 32.44 33.93609 -116.31278 6.374 2.94 NaN
2000 3 25 0351 36.98 32.1885 -115.06323 5.693 2.81 NaN
2000 3 25 0613 27.79 37.43617 -116.9735 4.47 2.64 NaN
2000 3 26 0734 14.66 35.79781 -117.64675 5.156 2.99 NaN
2000 3 26 1304 29.07 35.4078 -117.01344 5.656 2.63 NaN
2000 3 26 2003 32.8 34.43396 -116.21174 7.615 2.61 1715
2000 3 27 0507 21.68 32.97467 -115.5555 15.91 3.82 1740
2000 3 27 0515 55.95 32.9716 -115.56101 9.386 2.61 1740
2000 3 27 0517 5.96 32.97515 -115.55286 8.712 3.78 1740
2000 3 27 0625 51.9 32.96926 -115.56389 9.262 2.63 1740
2000 3 28 0528 20.1 34.78919 -116.30103 5.569 2.81 1715
2000 3 28 1516 15.57 36.011 -117.87217 3.87 4.23 1743
2000 3 28 1518 17.2 36.01108 -117.87928 2.565 3.46 1743
2000 3 28 1522 12.02 36.00674 -117.87379 3.059 2.85 1743
2000 3 28 1522 51.79 36.01658 -117.877 2.872 3.2 1743
2000 3 28 1759 16.19 36.00555 -117.87797 2.753 2.95 1743
2000 3 28 1800 47.99 36.00638 -117.87858 2.645 2.54 1743
2000 3 28 1850 24.56 36.01162 -117.87273 3.313 3.07 1743
2000 3 28 2130 59.6 36.00442 -117.87681 2.851 3.3 1743
2000 3 29 0019 30.34 34.05559 -118.94673 12.577 2.7 NaN
2000 3 29 0206 39.42 32.97277 -115.5514 7.171 2.7 1740
2000 3 29 1334 34.48 34.34298 -118.58142 11.836 2.77 1744
2000 3 29 1932 20.01 34.34197 -118.58166 11.846 2.74 1744
2000 3 30 0059 35.46 33.14336 -115.6331 8.304 3.22 NaN
2000 3 30 0117 5.92 36.01825 -117.87935 2.614 3.01 1743
2000 3 30 0130 29.16 36.01825 -117.87862 2.683 2.9 1743
2000 3 30 0131 24.94 36.01712 -117.87801 2.769 3.09 1743
2000 3 30 0954 21.96 36.01099 -117.87116 3.554 2.64 1743
2000 3 30 1812 5.81 34.34084 -118.58194 11.806 2.79 1744
2000 3 31 1806 7.35 36.01244 -117.87217 3.46 2.53 1743
2000 4 1 0040 2.23 34.21227 -117.02042 6.772 2.65 NaN
2000 4 1 0214 38.38 33.07717 -116.468 10.52 2.54 NaN
2000 4 1 1110 12.34 34.85733 -116.40907 6.408 3.08 1715
2000 4 1 1920 57.48 36.04012 -117.86062 2.898 2.61 1743
2000 4 2 0657 12.03 34.00085 -117.21628 3.454 2.79 NaN
2000 4 2 1129 25.55 32.1452 -117.06469 5.151 2.5 1745
2000 4 2 1135 14.26 32.10943 -117.07905 9.083 2.58 1745
2000 4 2 1136 14.29 32.10991 -117.08034 9.937 2.6 1745
2000 4 3 0357 3.66 35.99823 -117.87558 2.698 2.55 1743
2000 4 3 1859 54.65 34.03169 -116.32268 7.422 3.61 1204
2000 4 4 0747 49.19 32.10852 -117.07936 9.924 2.52 1745
2000 4 5 1512 17.76 37.40467 -116.92567 6.31 2.62 1746
2000 4 5 1530 3.18 37.516 -117.05517 3.22 2.5 1746
2000 4 5 2038 8.95 34.4961 -116.28089 5 3.24 1715
2000 4 7 1226 12.6 34.16405 -115.81927 5.509 2.53 NaN
2000 4 7 1524 29.77 34.44042 -116.25755 4.817 3.19 1715
2000 4 7 2147 3.39 32.07382 -116.28023 16.365 2.75 NaN
2000 4 8 1748 3.15 34.80453 -116.27133 7.068 2.74 1715
2000 4 8 1818 6.14 34.80453 -116.26985 6.983 3.01 1715
2000 4 9 0215 33.89 34.35532 -116.14 6.907 2.51 1715
2000 4 9 0652 4.52 34.14438 -117.46876 11.139 3.53 1747
2000 4 9 1048 10 32.70231 -115.39123 8.954 4.28 NaN
2000 4 9 1646 43.48 31.94117 -116.41467 4.59 2.72 NaN
2000 4 10 0133 41.32 34.83548 -116.40563 5.343 3.52 1715
2000 4 10 0526 35.86 34.26174 -119.0221 3.205 2.58 NaN
2000 4 10 0837 40.15 34.68056 -116.30771 10.669 2.66 1715
2000 4 10 1656 0.08 34.69872 -116.30917 4.292 2.74 1715
2000 4 10 1703 6.12 34.14367 -117.46827 11.343 2.73 1747
2000 4 11 0726 34.64 34.68729 -116.30872 7.393 2.51 1715
2000 4 11 0820 16.37 36.18047 -117.9235 6.663 3.16 NaN
2000 4 11 1220 13.7 36.00427 -117.87454 3.154 2.79 1743
2000 4 11 2154 51.24 34.69841 -116.31016 4.275 2.55 1715
2000 4 12 0655 8.35 34.01983 -116.93271 16.287 2.67 NaN
2000 4 13 0326 22.4 36.00413 -117.87445 3.214 2.74 1743
2000 4 13 0722 52.53 34.26499 -118.459 9.782 2.62 NaN
2000 4 13 1841 38.4 33.02321 -116.37606 13.036 2.62 NaN
2000 4 14 0037 11 36.32322 -117.81344 1.076 2.71 NaN
2000 4 14 0824 45.66 34.84069 -116.39539 4.394 2.53 1715
2000 4 14 2041 48.79 32.46551 -115.30761 7.483 2.76 1748
2000 4 15 0512 41.74 34.05359 -116.46384 10.993 2.75 NaN
2000 4 15 0719 5.23 32.4721 -115.30702 11.775 2.61 1748
2000 4 15 1018 3.72 33.1326 -115.60158 6.88 2.68 NaN
2000 4 15 1306 56.77 36.19664 -120.77606 4.229 2.62 NaN
2000 4 15 2210 53.61 36.00815 -117.88771 4.167 2.75 1743
2000 4 16 0049 51.39 36.19417 -120.18317 -0.93 3.12 NaN
2000 4 16 0115 58.08 34.8036 -116.27169 6.699 3.82 1715
2000 4 16 1757 12.93 34.53923 -116.26841 7.186 2.67 1715
2000 4 16 2103 52.69 34.30698 -116.451 3.384 2.73 NaN
2000 4 16 2132 52.42 36.00282 -117.83601 2.664 3.11 NaN
2000 4 17 1529 35.5 33.94908 -116.64829 11.293 2.88 NaN
2000 4 18 0122 56.79 34.49021 -118.04214 9.926 2.51 NaN
2000 4 19 0859 21.8 34.39569 -116.14875 9.309 2.79 1715
2000 4 20 1314 37.19 31.96333 -116.87283 0.15 3.5 NaN
2000 4 20 2233 24.7 34.54922 -119.16626 11.705 2.58 NaN
2000 4 21 0204 19.91 34.3371 -116.73646 6.546 2.62 1749
2000 4 21 0332 21.98 34.33715 -116.7368 6.222 3.26 1749
2000 4 22 0644 23.12 37.48857 -118.82954 3.919 3.09 NaN
2000 4 22 1025 5.89 34.43028 -116.26092 7.694 3.19 1715
2000 4 22 1607 38.1 35.68872 -118.43157 4.592 2.74 NaN
2000 4 22 1908 51.25 34.57507 -116.26067 6.858 3.37 1715
2000 4 23 0848 39.24 35.28618 -118.54051 5.875 3.34 NaN
2000 4 24 0242 24.33 34.6968 -116.37336 7.603 3.44 1715
2000 4 24 1944 36.98 34.6042 -116.29522 8.45 2.87 1715
2000 4 25 0816 19.51 34.66192 -116.29214 8.61 3.09 1715
2000 4 25 1406 25.93 32.16541 -115.09194 14.474 4.5 1750
2000 4 25 1716 50.08 32.18729 -115.05989 4.836 2.69 1750
2000 4 25 1836 7.91 33.15696 -115.63924 5.155 3.69 1751
2000 4 25 2302 4.75 32.22701 -115.06041 15.961 2.85 1750
2000 4 26 0120 17.79 36.32702 -118.05681 4.529 3.28 1752
2000 4 26 0537 17.33 33.15853 -115.63445 5.272 3.34 1751
2000 4 26 0539 5.18 33.15746 -115.63555 5.144 3.56 1751
2000 4 27 0930 24.56 37.44547 -118.60531 11.619 2.9 NaN
2000 4 29 1705 41.09 35.77867 -120.36317 3.48 2.89 NaN
2000 4 30 0950 12.86 32.20767 -115.05767 8.51 2.7 1750
2000 5 1 0018 7.31 31.75767 -115.95567 0.03 2.85 NaN
2000 5 1 0115 23.75 32.18326 -115.05778 4.659 2.65 1750
2000 5 1 0115 23.76 32.18326 -115.05778 4.659 2.5 1750
2000 5 1 0915 52.92 32.17717 -115.0415 13.43 2.89 1750
2000 5 1 0936 14.9 32.22721 -115.06027 15.836 2.63 1750
2000 5 1 0941 19.14 32.2264 -115.06028 15.195 2.54 1750
2000 5 1 1028 11.12 32.22801 -115.06107 16.042 2.84 1750
2000 5 1 2204 38.74 32.704 -118.246 13.86 2.72 NaN
2000 5 2 0459 38.47 32.18475 -115.05772 4.194 3.16 1750
2000 5 2 0623 40.35 34.33613 -116.82846 5.829 2.84 NaN
2000 5 2 0645 45.35 32.16467 -115.08877 14.675 4.73 1750
2000 5 2 0649 52.25 31.79533 -115.105 12.7 4.17 1750
2000 5 2 0652 4.12 32.19029 -115.07026 8 3.5 1750
2000 5 2 0656 25.33 32.19267 -115.065 6.79 2.55 1750
2000 5 2 0705 39.71 32.1844 -115.05536 3.74 2.85 1750
2000 5 2 0706 27.34 32.166 -115.09049 15.188 3.69 1750
2000 5 2 0716 9.99 32.17167 -115.10483 13.38 4.17 1750
2000 5 2 0724 30.42 32.20283 -115.07283 14.33 3.4 1750
2000 5 2 0826 28.57 32.19921 -115.07544 4.647 2.62 1750
2000 5 2 0831 20.08 32.1887 -115.06787 5.765 2.5 1750
2000 5 2 0850 31.35 32.1947 -115.07197 7.293 2.52 1750
2000 5 2 0913 40.03 32.1918 -115.05163 3.324 2.63 1750
2000 5 2 0949 13.86 32.12867 -115.01217 13.97 3.73 1750
2000 5 2 1033 22.75 32.19751 -115.07166 4.984 2.7 1750
2000 5 2 1203 7.09 32.19062 -115.06992 6.375 2.81 1750
2000 5 2 1303 39.85 32.28933 -114.992 13.33 3.24 1750
2000 5 2 1544 11.91 33.16874 -115.58838 4.027 2.74 NaN
2000 5 2 1616 28.52 32.1852 -115.06356 3.387 2.95 1750
2000 5 2 1619 47.02 32.1817 -115.06243 6.418 2.56 1750
2000 5 2 2124 17.42 32.19651 -115.07198 6.651 3.04 1750
2000 5 2 2138 50.54 32.18328 -115.06093 4.617 2.51 1750
2000 5 3 0747 33.1 34.69306 -116.31223 9.511 2.65 1715
2000 5 3 0812 30.89 34.51158 -116.26441 6.86 2.95 1715
2000 5 3 1128 27.12 32.18388 -115.06437 2.219 2.53 1750
2000 5 3 1142 9.61 32.15878 -115.0771 15.394 3.17 1750
2000 5 3 1454 6.79 32.026 -116.892 3.88 3.09 NaN
2000 5 3 1800 1.54 32.12018 -115.05911 9.626 2.5 1750
2000 5 3 1958 44.27 32.19917 -115.07466 5.117 2.51 1750
2000 5 3 2128 51.19 35.09366 -118.30532 7.084 2.89 1685
2000 5 4 0202 20.82 32.1975 -115.07172 5.934 2.69 1750
2000 5 4 0622 58.1 32.18238 -115.05512 4.143 2.77 1750
2000 5 4 0626 35.62 32.18065 -115.05886 6.672 2.75 1750
2000 5 4 0812 11.69 32.22127 -115.05644 14.035 3 1750
2000 5 4 1701 40.41 34.05691 -117.2508 16.716 2.77 1739
2000 5 4 1953 36.24 33.9592 -117.19138 13.93 2.67 NaN
2000 5 4 2202 6.03 32.18227 -115.05825 5.206 2.82 1750
2000 5 4 2330 54.9 32.14955 -115.07736 16.594 3.57 1750
